name,affiliation
Klavdiya Bochenina,ITMO University
Kon Shing Kenneth Chung,Notre Dame University
Korab Rrmoku,University of Prishtina
Kristi A. Tullis,Western Michigan University
Krzysztof Juszczyszyn,Wrocław University of Science and Technology
Lakshmanan Kuppusamy,VIT University
Laurentiu Rozylowicz,University of Bucharest
Laurie Grieshober,State University of New York and Buffalo
Laxmi Chaudhary,Jawaharlal Nehru University
Lea Vega,Research Center for Advanced Study from the National Polytechnic Institute
Leila Bahri,Insubria University
Leila Esmaeili,Amirkabir University of Technology
Leonardo Ranaldi,Guglielmo Marconi University
Li-An Daniel Wang,Sam Houston State University
Linh Dang-Xuan,University of Muenster
Lionel Tabourier,University Pierre and Marie Curie
Lobna Hlaoua,High Institute of Computer Science and Commmunication Techniques
Lotfi Ben Romdhane,High Institute of Computer Science and Commmunication Techniques
Loïc Bonnetain,University of Lyon
Luca Cernuzzi,Catholic University
Lucas A. Lopes,Federal University of Piaui
Ludovic Denoyer,University Pierre et Marie Curie
Luis E. Tobón,Pontifical Javeriana University
Lukasz Ostrowski,Polish-Japanese Institute of Information Technology
Lule Ahmedi,University of Prishtina
Luís Cavique,FCCR and university open
M. Abdul Hamid,Universitas Islam Negeri Maulana Malik Ibrahim Malang
Madhumangal Pal,Vidyasagar University
Maha Ben Kraiem,University of Sfax
Mahboubeh Ahmadalinezhad,University of Ontario Institute of Technology
Mahdi Abdelkafi,Miracl laboratory/ISIM/University of Sfax
Mahmood Neshati,Shahid Beheshti University
Majid Abdolrazzagh-Nezhad,Bozorgmehr University of Qaenat
Malik Muhammad Saad Missen,The Islamia University of Bahawalpur
Malte Renken,Technical University Berlin
Mamadou Diaby,University Paris 13
Manas Agarwal,Indian Institute of Technology
Manas Ranjan Patra,Berhampur University
Manika Lamba,University of Delhi
Manish Singh 0002,Indian Institute of Technology
Marcelo Mendoza,Technical University Federico Santa María
Marcin Budka,Bournemouth University
Marco Corneli,University Paris 1 Panthéon Sorbonne
Marco Elio Tabacchi,University of Palermo
Marco Rosa,University of Milan
Marcos A. C. Oliveira,Florida Institute of Technology
Marcos Grilo Rosa,State University of Feira de Santana
Mareike Bockholt,University of Kaiserslautern
Margam Madhusudhan,University of Delhi
Maria Cecília Calani Baranauskas,State University of Campinas
Maria Patrizia Vittoria,Institute for Research on Innovation and Services for Development (IRISS)
Maria Prokofieva,Victoria University Business School
Marie Guégan,University of Lyon
Marios D. Dikaiakos,University of Cyprus
Markos Aivazoglou,Institute of Computer Science
Martine Collard,University of the French West Indies and Guiana
Maryam Zamanian,Arak University of Medical Sciences
Masahiro Hamasaki,National Institute of Advanced Industrial Science and Technology (AIST)
Masahiro Kimura,Aoyama Gakuin University
Masaomi Kimura,Shibaura Institute of Technology
Masoud Makrehchi,University of Ontario Institute of Technology
Mathias R. Kuhnt,Dresden University of Technology
Matilde Massó,University of A Coruña
Matthias Kohnen,Hasso-Plattner-Institut
Maurizio Cardaci,University of Palermo
Mayank Yadav,Indian Institute of Technology
Maytham Safar,Kuwait University
Md. Mazharul Islam,University of Dhaka (Affiliated)
Md. Saddam Hossain Mukta,Bangladesh University of Engineering and Technology
Md. Shafaeat Hossain,Southern Connecticut State University
Megan Grunert Kowalske,Western Michigan University
Mehdi Azaouzi,Institute of Computer Science
Mehdi Ghazanfari,Iran University of Science and Technology
Mehdi Hosseinzadeh 0001,Iran University of Medical Sciences
Mehjabin Khatoon,B S Abdur Rahman Crescent Institute of Science and Technology
Mehmet Kaya,Euphrates University
Mehmet Kayaalp 0001,TOBB Economics and Technology University
Michael Bosnjak,ZPID - Leibniz Institute for Psychology Information
Michael Crawford,Florida Atlantic University
Michael Taylor 0002,University of Wolverhampton
Michal Jankowski-Lorek,Polish-Japanese Institute of Information Technology
Mick J. Ridley,University of Bradford
Miguel Romance,King Juan Carlos University
Miguel Romero 0005,Pontifical Javeriana University
Mihai Udrescu,Politehnica University of Timisoara
Miklós Krész,University of Primorska
Mingxiang Zhu,China University of Mining and Technology
Mircea Vladutiu,Politehnica University of Timisoara
Mohamad Nagi,University of Bradford
Mohamed Ali Hadj Taieb,Sfax University
Mohamed Ben Aouicha,Sfax University
Mohamed El Marraki,Mohammed V University
Mohamed F. Mokbel,Umm Al-Qura University
Mohamed Hammami,Al-Baha University
Mohamed M. Mostafa,Gulf University for Science and Technology
Mohamed Nader Jelassi,Université de Tunis El Manar
Mohamed Nazih Omri,Qassim University
Mohamed Talbi,University of Quebec in Outaouais
Mohammad Ali Zare Chahooki,Yazd University
Mohammad Ghane'i-Ostad,University of Birjand
Mohammad Qasim Pasta,Karachi Institute of Economics and Technology
Mohammad Reza Meybodi,Amirkabir University of Technology
Mohammad Saniee Abadeh,Tarbiat Modares University
Mohammad Shamsul Arefin,Chittagong University of Engineering and Technology
Mohammad Vahid Sebt,Kharazmi University (KHU)
Mohammadreza Doostmohammadian,Semnan University
Mohammed Al-Taie,Universiti Teknologi Malaysia
Mohammed Alqmase,King Fahd University of Petroleum and Minerals
Mohammed El Hassouni,Mohammed V University
Mohammed Eunus Ali,Bangladesh University of Engineering and Technology
Mohand Boughanem,University of Toulouse
Mohd Ridzwan Yaakub,National University of Malaysia
Mohmed Y. Mohmed Al-Sabaawi,University of Mosul
Monica Roman,Bucharest University of Economic Studies
Monika Singh,PEC University of Technology
Mostafa Alwash,University of Oslo
Mostafa Khoramnejadi,Amirkabir University of Technology
Mostafa Rachik,Hassan II University
Mouhamed Gaith Ayadi,ISG-University of Tunis
Mrityunjay Singh,Jaypee University of Information Technology
Muhammad Fahim Uddin,University of Bridgeport
Muhammad Zubair Asghar,Gomal University
Murilo V. G. da Silva,Federal University of Paraná
Musa A. Mammadov,University of Ballarat
My T. Thai,Ton Duc Thang University
Mário Cordeiro,Porto University
Nadine Jessel,University of Toulouse
Nadir Farah,Badji Mokhtar Annaba-University
Nagendra Kumar 0001,Indian Institute of Technology
Nam P. Nguyen,Towson University
Nan-Ning Zheng 0001,Xi'an Jiaotong University
Nandamudi Lankalapalli Vijaykumar,National Institute for Space Research (INPE)
Nasrullah Memon,Global University
Natarajan Meghanathan,Jackson State University
Natarajan Subramanyam,PES University
Navaljeet Singh Arora,Indian Institute of Technology
Nayer M. Wanas,Electronics Research Institute
Neera Jain,Business Communication Management Development Institute
Neil Zhenqiang Gong,University of California - Berkeley
Nemi Chandra Rathore,Indian Institute of Technology
Nicolas Dugué,Orleans University
Niklas Lavesson,Blekinge Institute of Technology
Nikolaos Mantas,Aristotle University
Nikolas Daroit,University of Vale do Rio dos Sinos (UNISINOS)
Nikos Salamanos,Athens University of Economics and Business
Niloy Ganguly,Indian Institute of Technology
Niyati Aggrawal,Jaypee Institute of Information Technology
Njideka Mbeledogu,Nnamdi Azikiwe University
Norbert Tsopzé,Sorbonne University
Norbert Wehn,University of Kaiserslautern
Nouhaila Idrissi,Mohammed V University
Nova Ahmed,North South University
Noël Crespi,University Carlos III of Madrid
Nuno C. Marques,New University Lisboa
Nuria Oliver,Telefónica Research
Ognjen Arandjelovic,Deaking University
Oliver A. Brust,Dresden University of Technology
Olivier Teste,University of Toulouse
Omar Boussaid,Lumiere Lyon 2 University
Oussama Allali,University Pierre and Marie Curie
P. M. Krishnaraj,Ramaiah Institute of Technology
Pablo Blanc,Ciudad Universitaria
Padam Kumar,Jaypee Institute of Information Technology
Pankaj Deep Kaur,Guru Nanak Dev University Regional Campus
Paolo Boldi,University of Milan
Parag Singla,Indian Institute of Technology
Paridhi Jain 0001,Indraprastha Institute of Information Technology (IIIT-Delhi)
Parul Goyal Wasan,Manav Rachna International University
Pasquale Napolitano,Institute for Research on Innovation and Services for Development (IRISS)
Patrick Gallinari,Sorbonne Universities
Patrizia Grifoni,Institute of Research on Population and Social Policies
Pavel Brazdil,Porto
Pavlos S. Efraimidis,Democritus University of Thrace
Pedro Manuel Pinto Ribeiro,Porto
Pedro O. S. Vaz de Melo,Federal University of Minas Gerais
Pedro Paredes 0002,Porto
Peter A. Gloor,Massachusetts Institute of Technology
Petr Chunaev,ITMO University
Pierre Latouche,University Paris 1 Panthéon Sorbonne
Piotr Bródka,Wrocław University of Science and Technology
Piotr Turek,Polish-Japanese Institute of Information Technology
Ponnurangam Kumaraguru,Indraprastha Institute of Information Technology - Delhi (IIITD)
Prashi Khurana,Jaypee Institute of Information Technology
Prateek Dewan,Indraprastha Institute of Information Technology - Delhi (IIITD)
Pratibha Mahajan,Guru Nanak Dev University Regional Campus
Przemyslaw Kazienko,Wrocław University of Science and Technology
Purushottam Kumar,Shiv Nadar University
Puteri N. E. Nohuddin,National University of Malaysia
Putra Wanda,Harbin University of Science and Technology
R. Nagamanjula,Mother Teresa Women's University
Radu-Emil Precup,Politehnica University Timisoara
Radwan Tahboub,Palestine Polytechnic University
Rafal Kasprzyk,Military University of Technology
Raghvendra Mall,Catholic University
Rajesh Basak,Indian Institute of Technology
Ranjana Roy Chowdhury,Indian Institute of Technology
Rasheed Hussain,Innopolis University
Ratnadeep Dey,Institute of Engineering & Management
Reema Aswani,Indian Institute of Technology
Regino Criado,King Juan Carlos University
René Ndoundam,University of Yaounde I
Reza Eslamipoor,Yazd University
Riadh Bouslimi,Higher Institute of Technological Studies
Rishi Ranjan Singh,Indian Institute of Technology
Ritu Sibal,Netaji Subhas Institute of Technology
Rob Procter,Warwick University
Robert Wyatt,Western Kentucky University
Roberta Coeli Neves Moreira,Federal University of Minas Gerais
Roc Meseguer,Polytechnic University of Catalonia
Rocco Langone,Catholic University
Rocío Abascal-Mena,Autonomous University Metropolitana Cuajimalpa
Rodrigo da Rosa Righi,University of Vale do Rio dos Sinos (UNISINOS)
Rokia Missaoui,University of Quebec in Outaouais
Rolf Niedermeier,Technical University Berlin
Romain Lalande,University of Quebec in Outaouais
Ronaldo Menezes,Florida Institute of Technology
Rose Lema,Autonomous University Metropolitana Cuajimalpa
Roshanak Aghabaghery,Amirkabir University of Technology
Routhu Srinivasa Rao,GMR Institute of Technology Rajam
Ruchi Mittal,Chitkara University
Ruchishya Ramineni,Oklahoma State University
Rui Sarmento,Porto University
Rui Zeng,Yunnan Normal University
Ruowei Gui,Xi'an Jiaotong University
Ruta Uzupyte,VU Institute of Data Science and Digital Technologies
Ryosuke Nishi,National Institute of Informatics
Rémy Cazabet,National Institute of Informatics
S. Athithan,SRM Institute of Technology
S. H. Ghasemi,Kharazmi University (KHU)
S. P. Ghrera,Jaypee University of Information Technology
S. R. S. Iyengar,Indian Institute of Technology
S. S. Mehrkian,Kharazmi University (KHU)
Sabina Priyadarshini,Birla Institute of Technology
Sadok Ben Yahia,Clermont University
Saeed NasehiMoghaddam,University of Zanjan
Sahar Kianian,Shahid Rajaee Teacher Training University
Saif ur Rehman,University Institute of Information Technology
Salahaddine Boutayeb,Cadi Ayyad University
Salma Jamoussi,University of Sfax
Salvador Ruiz-Correa,Potosino Institute of Scientific and Technology Research
Salvatore Catanese,University of Messina
Samantha Lam,Digital Enterprise Research Institute
Samuel Nwagbo,Nnamdi Azikiwe University
Samuel S. Guimarães,Federal University of Minas Gerais
Sandipan Sikdar,Indian Institute of Technology
Sandra A. Vannoy,Appalachian State University
Sanjeev Sofat,PEC University of Technology
Santi Phithakkitnukoon,Chiang Mai University
Saptarshi Chakraborty,VIT University
Sarah Dahir,Moulay Ismail University
Sarra Ouni,University of Sousse
Sarwar Kamal,East West University Bangladesh
Satish Chandra 0003,Jaypee Institute of Information Technology
Sean Eyre,U.S. Military Academy
Sebastiano Vigna,University of Milan
Seifedine Nimer Kadry,Beirut Arab University
Shah Jahan Miah,Victoria University Business School
Shamik Sural,Indian Institute of Technology
Shampa Chakraverty,Netaji Subhas Institute of Technology
Shannon Conley,Firat University
Shengrui Wang,University of Sherbrooke
Shimei Pan,University of Maryland - College Park
Shivakant Mishra,Taibah University
Shivam Pandey,Bundelkhand Institute of Engineering and Technology
Shreekanth M. Prabhu,PES University
Shu-Hsien Liao 0001,Tamkang University
Shuangfei Zhai,Binghamton Univeristy
Shubham Chaudhary 0001,Indian Institute of Technology
Sibel Tariyan Özyer,Çankaya University
Siddharth Bora,Indian Institute of Technology
Silvana Rossy de Brito,Federal Rural University of Amazon
Simindokht Jahangard,Amirkabir University of Technology
Sohaib Ghani,Umm Al-Qura University
Sohail Asghar,COMSAT University Islamabad
Soroosh Shalileh,HSE University
Sotirios Gyftopoulos,Democritus University of Thrace
Sotiris Ioannidis,Institute of Computer Science
Soufiene Jaffali,Imam Abdurrahman bin Faisal University
Soumya K. Ghosh 0001,Indian Institute of Technology
Sravanthi Chede,Indian Institute of Technology
Srividhya Venugopal,Florida Institute of Technology
Stavros J. Perantonis,Institute of Informatics and Telecommunications
Stavroula Bampatzia,University of the Peloponnese
Stefan Poier,University of Gdansk
Stefan Stieglitz,University of Muenster
Steluta Manolache,University of Bucharest
Steven E. Massey,University of Puerto Rico - Rio Piedras
Stéphane Peters,University Pierre et Marie Curie
Su Özgür,Ege University Faculty of Medicine
Sujata Ghatak,Institute of Engineering & Management
Supattana Sukrat,Prince of Songkla University
Svetha Venkatesh,Deaking University
Swarup Roy,Sikkim University
Sylvain Lamprier,Sorbonne Universities
Taghi M. Khoshgoftaar,Florida Atlantic University
Takanori Maehara,National Institute of Informatics
Takayasu Fushimi,Tokyo University of Technology
Tanmoy Chakraborty 0002,Indian Institute of Technology
Tansel Özyer,TOBB Economics and Technology University
Tao Qin,Xi'an Jiaotong University
Tarek F. Gharib,Ain Shams University
Taufik Sutanto,Syarif Hidayatullah State Islamic University Jakarta
Terry Caelli,Deaking University
Thiago H. P. Silva,Federal University of Minas Gerais
Thiago Henrique Silva,Federal Technological University of Parana
Thomas Schott,University of Southern Denmark
Tianjie Cao,China University of Mining and Technology
Timofey Gradov,ITMO University
Tiziana Guzzo,Institute of Research on Population and Social Policies
Tjeerd Zandberg,NHL-Stenden university of Applied Sciences
Tom Crick,Cardiff Metropolitan University
Tomas Pérez-Acle,University of Valparaíso
Trazíbulo Henrique,State University of Feira de Santana
Tristan Launay,University Paris 13
Umit Karabiyik,Sam Houston State University
Vahid Khodakarami,Bu-Ali Sina University
Vassilis Poulopoulos,University of the Peloponnese
Victor Rivera,Innopolis University
Vikas Saxena,Jaypee Institute of Information Technology
